canal,disposit,cdgtrn,cdgrpta,grupo_descrp_trxn,descrip_trxn,clasif_trxn,descripcion_grupo,descrip_cod_rpta,clasif_cod_rpta,grupo_modifcado,culpa_banco,producto_asociado
CANAL_6,DISPOSIT_4,604.0,611.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,"Segunda Clave No Valida, Segundo Intento",No considerar,NA,NO,Sin producto
CANAL_6,DISPOSIT_4,1100.0,441.0,Transferencia A Inversion Fiduciaria,Transferencia Desde Inversion A Inversion Fiduciaria,Financiera,Transferencias de fondos,Fid: Error Horario Transferencias Transf A Cuentas,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_5,DISPOSIT_4,439.0,0.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta Corriente A Inversion Fiduciaria,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Inversiones
CANAL_2,DISPOSIT_13,955.0,0.0,Reset Preguntas - Consulta Historial Mrp,Reset Preguntas - Consulta Historial Mrp,No Financiera,Modulos de seguridad,Transaccion Exitosa,Exitosa,Modulos de seguridad,NA,Sin producto
CANAL_5,DISPOSIT_4,513.0,382.0,Grabar Constitucion Fiduciaria,Grabar Constitucion- Fid Desde Cuenta Deposito,Financiera,Actualizaciones,Error Al Procesar La Transaccion,No Exitosa,Actualizaciones,SI,Sin producto
CANAL_2,DISPOSIT_5,28.0,30.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Propia - No Propia Ivr,Financiera,Pago Tarjetas,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Pagos,NO,TDC
CANAL_6,DISPOSIT_4,538.0,0.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta De Ahorros,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Cta Ahorros
CANAL_6,DISPOSIT_4,1100.0,646.0,Transferencia A Inversion Fiduciaria,Transferencia Desde Inversion A Inversion Fiduciaria,Financiera,Transferencias de fondos,Fondos Insuficientes En La Cuenta A Debitar,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_1,DISPOSIT_12,203.0,503.0,Vinculacion Ahorro A La Mano,Vinculacion Ahorro A La Mano,No Financiera,Validaciones de cuentas,Tu Cuenta No Esta Activa,Tecnicamente Exitosa,Validaciones,NO,Ahorro a la mano
CANAL_5,DISPOSIT_4,603.0,601.0,Cambio De Segunda Clave,Cambio De Segunda Clave,No Financiera,Claves,La Segunda Clave No Puede Ser Igual A La Clave De La Tarjeta,Tecnicamente Exitosa,Cambio de Claves,NO,Sin producto
CANAL_6,DISPOSIT_4,439.0,34.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta Corriente A Inversion Fiduciaria,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_7,DISPOSIT_3,381.0,140.0,Cambio De Clave,Cambio De Clave,No Financiera,Claves,Cuando Se Realiza El Cambio De Clave Esta No Es Valida,No Exitosa,Cambio de Claves,NO,Sin producto
CANAL_2,DISPOSIT_10,453.0,8.0,Bloqueo De Claves Y Tarjetas,Bloqueo de todos los productos y claves,No Financiera,Claves,Tarjeta No Autorizada A La Solicitud,No Exitosa,Bloqueos,NO,Sin producto
CANAL_1,DISPOSIT_2,130.0,122.0,Generacion Pin Pago APP ALM,Generacion Pin Pago APP ALM,No Financiera,Claves,Documento Usuario No Valido,No Exitosa,Claves,NO,Ahorro a la mano
CANAL_2,DISPOSIT_10,168.0,360.0,Recuperacion De Saldos,Recuperacion De Saldos De Tarjeta De Credito (Automatica),No considerar,No considerar,Tipo De Vivienda No Valido,No Exitosa,NA,NO,TDC
CANAL_5,DISPOSIT_4,126.0,866.0,Actualizacion De Informacion,Actualizacion De Informacion Del Contacto,No Financiera,Actualizaciones,Pays De Oficina Es Obligatorio,No Exitosa,Actualizaciones,NO,Sin producto
CANAL_2,DISPOSIT_10,165.0,5.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,"sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,NA,SI,Sin producto
CANAL_1,DISPOSIT_12,202.0,706.0,Recarga De Celular,Recarga De Celular,Financiera,Recargas,Supera Numero De Operaciones Personalizadas,Tecnicamente Exitosa,Recargas,NO,Recargas
CANAL_2,DISPOSIT_5,65.0,106.0,Eliminacion Cuentas,Eliminacion Cuentas Bancolombia,No Financiera,Eliminaciones,Apertura Inversion Virtual No Disponble En Este Horario,Tecnicamente Exitosa,Eliminaciones,NO,Sin producto
CANAL_5,DISPOSIT_4,225.0,377.0,Solicitud De E-Card,Solicitud De E-Card,No Financiera,Apertura de productos,Cliente Ya Tiene Tarjeta Ecard,Tecnicamente Exitosa,Apertura de productos,NO,E-Card
CANAL_2,DISPOSIT_13,428.0,1.0,Envidente para Cambio de Mecanismo OTP,Envidente para Cambio de Mecanismo OTP,No considerar,Claves,Documento De Identidad No Valido,No Exitosa,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,426.0,100.0,Apertura Inversion Virtual,Apertura Inversion Virtual Desde Cuenta Corriente,Financiera,Apertura de productos,El Valor Es Mayor Al Valor Del Saldo Maximo En La Tabla D L Tplan,Tecnicamente Exitosa,Apertura de productos,NO,Inversiones
CANAL_5,DISPOSIT_4,549.0,1.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Cuenta De Ahorros,Financiera,Transferencias de fondos,Documento De Identidad No Valido,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_1,DISPOSIT_2,532.0,8.0,Consulta de Pago con Validacion de Base de datos App ALM,Consulta de Pago con Validacion de Base de datos App ALM,No Financiera,Consultas / Movimientos / Extractos,Errores En Java,No Exitosa,Consultas / Movimientos / Extractos,SI,Ahorro a la mano
CANAL_2,DISPOSIT_5,50.0,0.0,Recarga De Celular,Recarga De Celular Ivr,Financiera,Recargas,Transaccion Exitosa,Exitosa,Recargas,NA,Sin producto
CANAL_5,DISPOSIT_4,445.0,99.0,Consulta De Saldo Prestamos,Consulta De Saldo Audioprestamo,No Financiera,Consultas / Movimientos / Extractos,Crediagil Bloqueado. Comuniquese Con La Oficina,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Audioprestamo
CANAL_6,DISPOSIT_4,531.0,706.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Supera Numero De Operaciones Personalizadas,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_2,DISPOSIT_4,412.0,153.0,Bloqueo De Primera Clave,Bloqueo De Clave Para Cliente Filial,No Financiera,Claves,Error Al Borrar Cuenta,No Exitosa,Bloqueos,NO,Inversiones
CANAL_5,DISPOSIT_4,445.0,0.0,Consulta De Saldo Prestamos,Consulta De Saldo Audioprestamo,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Audioprestamo
CANAL_6,DISPOSIT_4,539.0,34.0,Transferencia A Inversion Fiduciaria,Transferencia De Fondos Desde Cuenta De Ahorros A Inversion Fiduciaria,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Transferencias,NO,Inversiones
CANAL_2,DISPOSIT_11,2001.0,0.0,Consultar Tarjeta Empresarial,Consultar Tarjeta Empresarial,No Financiera,Consulta de datos generales de clientes,Transaccion Exitosa,Exitosa,Consulta de datos generales de clientes,NA,Sin producto
CANAL_6,DISPOSIT_4,432.0,0.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta Corriente.,No considerar,No considerar,Transaccion Exitosa,No considerar,NA,NO,Cta Corriente
CANAL_6,DISPOSIT_4,464.0,0.0,Consulta De Movimientos Deposito,Consulta Movimientos Cuentas Deposito,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Tarjeta Debito
CANAL_6,DISPOSIT_4,453.0,121.0,Validaciones De Claves,Validaciones De Claves,No Financiera,Claves,Sistema No Disponible,No Exitosa,Validaciones,SI,Sin producto
CANAL_6,DISPOSIT_4,349.0,440.0,Consulta Detalle Prestamos,Consulta Detalle Credito Hipotecario,No Financiera,Consultas / Movimientos / Extractos,Error Integ No Mapeado En Admin De Equivalencias,No Exitosa,Consultas / Movimientos / Extractos,SI,Hipotecario
CANAL_6,DISPOSIT_4,411.0,70.0,Consulta De Movimientos De Inversiones,Consulta De Movimientos De Inversiones Fiduciaria,No Financiera,Consultas / Movimientos / Extractos,Timeout,No Exitosa,Consultas / Movimientos / Extractos,NO,Inversiones
CANAL_6,DISPOSIT_4,530.0,0.0,Pago De Facturas,Pago De Facturas Pagacuentas Desde Cuenta De Ahorros,Financiera,Pago de facturas,Transaccion Exitosa,Exitosa,Pagos,NA,Cta Ahorros
CANAL_5,DISPOSIT_4,1103.0,382.0,Transferencia De Inversion Fiduciaria,Transferencia Desde Inversion Fiduciaria A Otros Bancos,Financiera,Transferencias de fondos,Error Al Procesar La Transaccion,No Exitosa,Transferencias,SI,Inversiones
CANAL_1,DISPOSIT_12,438.0,55.0,Transferencias de Fondos,Transferencia De Fondos Entre Cuentas Bancolombia,Financiera,Transferencias de fondos,Cuenta Origen Y Cuenta Destino Iguales,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_5,DISPOSIT_4,531.0,217.0,Pago De Facturas,Pago De Facturas Recaudo Referenciado Desde Cuenta De Ahorros,Financiera,Pago de facturas,Factura Vencida,Tecnicamente Exitosa,Pagos,NO,Cta Ahorros
CANAL_2,DISPOSIT_5,64.0,128.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Clave No Corresponde Al Usuario,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_2,DISPOSIT_11,615.0,568.0,Ley antitramites OTP,Ley antitramites OTP,No considerar,Claves,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,126.0,0.0,Actualizacion De Informacion,Actualizacion De Informacion Del Contacto,No Financiera,Actualizaciones,Transaccion Exitosa,Exitosa,Actualizaciones,NA,Sin producto
CANAL_4,DISPOSIT_9,373.0,171.0,Recibir Los Archivo Detalle De Pagos,Recibir Los Archivo Detalle De Pagos,No Financiera,Intercambio de archivos Cliente/Banco,Archivo Wwwffrsap Sin Registros,Tecnicamente Exitosa,Intercambio de archivos Cliente/Banco,NO,Sin producto
CANAL_6,DISPOSIT_4,438.0,55.0,Transferencias de Fondos,Transferencia De Fondos Desde Cuenta Corriente,Financiera,Transferencias de fondos,Cuenta Origen Y Cuenta Destino Iguales,Tecnicamente Exitosa,Transferencias,NO,Cta Corriente
CANAL_5,DISPOSIT_4,418.0,564.0,Solicitud De Clave Para Cliente Filial,Solicitud De Clave Para Cliente Filial,No Financiera,Claves,Cliente No Existe En Archivo Cname,No Exitosa,Claves,NO,Inversiones
CANAL_5,DISPOSIT_4,117.0,773.0,Inscripcion Al Servicio De Alertas,Inscripcion Al Servicio De Alertas,No Financiera,Actualizaciones,Cliente Ya Est  Inscrito Al Servicio De Alertas,Tecnicamente Exitosa,Actualizaciones,NO,Sin producto
CANAL_2,DISPOSIT_13,453.0,40.0,Bloqueo De Claves Y Tarjetas,Bloqueo De Claves Y Tarjetas,No Financiera,Claves,Transaccion No Valida,No Exitosa,Bloqueos,NO,Sin producto
CANAL_6,DISPOSIT_4,1101.0,0.0,Eliminacion Fondo De Inversion Fiduciaria,Eliminacion Fondo De Inversion Fiduciaria,No Financiera,Eliminaciones,Transaccion Exitosa,Exitosa,Eliminaciones,NA,Inversiones
CANAL_1,DISPOSIT_2,558.0,34.0,Envio de Dinero,Envio de Dinero,Financiera,Transferencias de fondos,Valor Por Encima De Tope Diario De Transferencia,Tecnicamente Exitosa,Transferencias,NO,Ahorro a la mano
CANAL_2,DISPOSIT_5,64.0,106.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Apertura Inversion Virtual No Disponble En Este Horario,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_8,DISPOSIT_3,603.0,128.0,Cambio De Segunda Clave,Cambio De Segunda Clave,No considerar,No considerar,Clave No Corresponde Al Usuario,No considerar,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,486.0,634.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Tpo Cta Beneficiaria No Valido,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_5,DISPOSIT_4,349.0,0.0,Consulta Detalle Prestamos,Consulta Detalle Credito Hipotecario,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Hipotecario
CANAL_2,DISPOSIT_5,48.0,0.0,Consulta De Movimientos Deposito,Consulta Movimientos Cuenta De Ahorros,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Cta Ahorros
CANAL_5,DISPOSIT_4,483.0,0.0,Contraorden De Cheques,Contraorden De Cheques,No Financiera,Contraordenes / Rangos,Transaccion Exitosa,Exitosa,Contraordenes / Rangos,NA,Cheques
CANAL_2,DISPOSIT_8,165.0,7.0,"Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave","Validacion De Cedula, Clave Principal Y Consulta De Estado De La Segunda Clave",No considerar,No considerar,Documento No Tiene La Tarjeta Solicitada Inscrita (Destino),No Exitosa,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,530.0,0.0,Pago De Facturas,Pago De Facturas Pagacuentas Desde Cuenta De Ahorros,Financiera,Pago de facturas,Transaccion Exitosa,Exitosa,Pagos,NA,Cta Ahorros
CANAL_2,DISPOSIT_5,51.0,50.0,Consulta De Saldo Prestamos,Consulta Saldos Credinsumo,No Financiera,Consultas / Movimientos / Extractos,Cuenta No Existe,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Credinsumo
CANAL_5,DISPOSIT_4,513.0,30.0,Grabar Constitucion Fiduciaria,Grabar Constitucion- Fid Desde Cuenta Deposito,Financiera,Actualizaciones,Disponible Insuficiente En Cuenta A Debitar,Tecnicamente Exitosa,Actualizaciones,NO,Sin producto
CANAL_1,DISPOSIT_2,532.0,21.0,Consulta de Pago con Validacion de Base de datos App ALM,Consulta de Pago con Validacion de Base de datos App ALM,No Financiera,Consultas / Movimientos / Extractos,Factura Ya Fue Pagada (Retornado Por Stratus),Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Ahorro a la mano
CANAL_2,DISPOSIT_10,610.0,332.0,Validacion OTP,Validacion OTP,No considerar,Claves,Error De Comunicaciones,No Exitosa,NA,SI,Sin producto
CANAL_5,DISPOSIT_4,532.0,0.0,Consulta De Facturas,Consulta De Facturas De Servicios Personales Desde Cuenta De Ahorros.,No considerar,No considerar,Transaccion Exitosa,No considerar,NA,NO,Cta Ahorros
CANAL_1,DISPOSIT_12,200.0,11.0,Registro Banca Movil,Registro Banca Movil,No Financiera,Autenticacion,Tipo De Documento No Valido,No Exitosa,Autenticaciones,NO,Sin producto
CANAL_6,DISPOSIT_4,486.0,629.0,Inscripcion De Cuentas,Inscripcion De Cuentas De Otros Bancos,No Financiera,Inscripciones,Tipo De Documento No Valido,Tecnicamente Exitosa,Inscripciones,NO,Sin producto
CANAL_5,DISPOSIT_4,126.0,816.0,Actualizacion De Informacion,Actualizacion De Informacion Del Contacto,No Financiera,Actualizaciones,Direccion De Correspondencia No Es Valida,Tecnicamente Exitosa,Actualizaciones,NO,Sin producto
CANAL_2,DISPOSIT_5,41.0,203.0,Consulta De Facturas,Consulta De Facturas De Servicios Publicos,No Financiera,Consultas / Movimientos / Extractos,Clave Usuario Aprobador No Valida,Tecnicamente Exitosa,Consultas / Movimientos / Extractos,NO,Sin producto
CANAL_2,DISPOSIT_13,227.0,7.0,Validacion Del Cliente Para Segunda Clave,Validacion Del Cliente Para Segunda Clave,No Financiera,Claves,No Existe Identificacion,Tecnicamente Exitosa,Validaciones,NO,Sin producto
CANAL_7,DISPOSIT_3,243.0,0.0,Consulta De Compra Pse,Consulta De Compra Pse,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,PSE
CANAL_4,DISPOSIT_9,383.0,128.0,Regeneracion de Clave,Regeneracion De Clave Por Olvido,No Financiera,Claves,Clave No Corresponde Al Usuario,Tecnicamente Exitosa,Claves,NO,Sin producto
CANAL_7,DISPOSIT_3,385.0,0.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,Transaccion Exitosa,No Considerar,NA,NO,Sin producto
CANAL_2,DISPOSIT_11,61.0,331.0,Consulta Cupo De Credito,Consulta Cupo De Credito,No Financiera,Consultas / Movimientos / Extractos,Cupo Sin Aprobacion. El Cupo Debe Ser Aprobado Por El Gerente,No Exitosa,Consultas / Movimientos / Extractos,NO,creditos
CANAL_1,DISPOSIT_12,202.0,515.0,Recarga De Celular,Recarga De Celular,Financiera,Recargas,No Tiene Autorizacion Para La Transaccion,No Exitosa,Recargas,NO,Recargas
CANAL_4,DISPOSIT_9,501.0,0.0,Validacion De Cliente Comun,Validacion De Cliente Comun,No Financiera,Consulta de datos generales de clientes,Transaccion Exitosa,Exitosa,Consulta de datos generales de clientes,NA,Sin producto
CANAL_2,DISPOSIT_11,41.0,40.0,Inactivacion Cuentas,Inactivacion De Cuentas De Otros Bancos,No Financiera,Eliminaciones,Transaccion No Valida,No Exitosa,Eliminaciones,NO,Sin producto
CANAL_5,DISPOSIT_4,638.0,0.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,Transaccion Exitosa,Exitosa,Transferencias,NA,Tarjeta Debito
CANAL_2,DISPOSIT_13,177.0,527.0,Cancelacion Voluntaria Cuenta Ahorro A La Mano,Cancelacion Voluntaria Cuenta Ahorro A La Mano,No Financiera,Cancelaciones,Estado De Cuenta No Valido,Tecnicamente Exitosa,Cancelaciones,NO,Ahorro a la mano
CANAL_2,DISPOSIT_11,529.0,211.0,Pago De Tarjeta De Credito,Pago De Tarjeta De Credito Desde Cuenta De Ahorros,Financiera,Pago Tarjetas,Codigo De Respuesta No Valido,No Exitosa,Pagos,NO,TDC
CANAL_4,DISPOSIT_9,381.0,140.0,Cambio De Clave,Cambio De Clave,No Financiera,Claves,Cuando Se Realiza El Cambio De Clave Esta No Es Valida,No Exitosa,Cambio de Claves,NO,Sin producto
CANAL_4,DISPOSIT_9,142.0,0.0,Consulta De Movimientos Deposito,Consulta Movimiento X Hora,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Tarjeta Debito
CANAL_5,DISPOSIT_4,1260.0,360.0,Consulta detalle Tarjeta de credito,Consulta detalle Tarjeta de credito,No considerar,#N/A Transaccion desconocida,Tipo De Vivienda No Valido,No Exitosa,NA,NO,TDC
CANAL_2,DISPOSIT_10,98.0,332.0,Paso A Operadora,Paso Operadora Con Segunda Clave -  Productos Clientes.,No Financiera,Paso Operadora,Error De Comunicaciones,No Exitosa,Paso Operadora,SI,Sin producto
CANAL_5,DISPOSIT_4,510.0,0.0,Consultar Carteras Cliente,Consultar Carteras Cliente,No Financiera,Consultas / Movimientos / Extractos,Transaccion Exitosa,Exitosa,Consultas / Movimientos / Extractos,NA,Carteras
CANAL_2,DISPOSIT_5,58.0,511.0,Transferencia A Otros Bancos,Transferencia A Otros Bancos,Financiera,Transferencias de fondos,Fid: El Valor A Cobrar Es Mayor Al Disponible,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_2,DISPOSIT_10,25.0,568.0,Consulta Cupo De Credito,Consulta Cupo De Credito,No Financiera,Consultas / Movimientos / Extractos,Validacion De Clave Fallida Por Session Key Erronea,No Exitosa,Consultas / Movimientos / Extractos,NO,creditos
CANAL_2,DISPOSIT_5,4.0,61.0,Consulta De Saldo Deposito,Consulta De Saldo Cuenta Corriente Asociada,No Financiera,Consultas / Movimientos / Extractos,"Sistema No Disponible, Por Favor Intente Mas Tarde",No Exitosa,Consultas / Movimientos / Extractos,SI,Cta Corriente
CANAL_2,DISPOSIT_5,26.0,9.0,Desembolso Desde Cupo De Credito,Desembolso Desde Cupo De Credito Audioprestamo,Financiera,Utilizacion de cupo de credito,Error Al Consultar Valor De La Trm,No Exitosa,Utilizacion de cupo de credito,NO,Audioprestamo
CANAL_8,DISPOSIT_3,603.0,0.0,Cambio De Segunda Clave,Cambio De Segunda Clave,No considerar,No considerar,Transaccion Exitosa,No considerar,NA,NO,Sin producto
CANAL_7,DISPOSIT_3,385.0,130.0,Logueo Para Transacciones,Logueo Para Transacciones,No considerar,No considerar,El Usuario Se Encuentra Bloqueado,No Considerar,NA,NO,Sin producto
CANAL_5,DISPOSIT_4,244.0,173.0,Abono a cuenta transferencias internacionales,Abono a cuenta transferencias internacionales,Financiera,Transferencias de fondos,No es posible realizar esta operacion,No Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_8,DISPOSIT_3,604.0,607.0,Validacion De Segunda Clave,Validacion De Segunda Clave,No considerar,No considerar,Clave Bloqueada,No considerar,NA,NO,Sin producto
CANAL_1,DISPOSIT_12,558.0,603.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Acceso No Permitido,No Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_6,DISPOSIT_4,485.0,0.0,Inscripcion De Cuentas,Inscripcion Cuentas Bancolombia,No Financiera,Inscripciones,Transaccion Exitosa,Exitosa,Inscripciones,NA,Sin producto
CANAL_1,DISPOSIT_12,558.0,604.0,Transferencias de Fondos,Transferencia Comunidad Banca Movil,Financiera,Transferencias de fondos,Tu Envio Supera El Tope Maximo Permitido,Tecnicamente Exitosa,Transferencias,NO,Tarjeta Debito
CANAL_2,DISPOSIT_5,98.0,52.0,Paso A Operadora,Paso Operadora Con Segunda Clave -  Productos Clientes.,No Financiera,Paso Operadora,Clave No Valida,Tecnicamente Exitosa,Paso Operadora,NO,Sin producto
